"SPRT_ITE_IDNO","SPRT_ITE_NM","DATA_STCD","DATA_RGSTN_DTM","DATA_UPDT_DTM","DATA_CONNO","OPERT_TPCD","OCCRR_DTM","CNTCT_BGN_DTM","CNTCT_PRCES_DTM","CNTCT_PRCES_STCD","TRNSA_ID"
"4","JOGGING","ACCEPT","2019-09-16 17:45:06","2019-11-04 14:48:45","4","I","20191104144845000","20191015042000","20191015042007","S","trk_tx_191015162000002000"
